PCTNAME,PCTCODE,MCDNAME,COUNTYNAME,COUNTYCODE,CONGDIST,MNSENDIST,MNLEGDIST,CTYCOMDIST,JUDDIST,SWCDIST,PARKDIST,HOSPDIST,WARD,TABSYSTEM,TABMODEL,MAILBALLOT,7AM,EDR,SIGNATURES,REGMILOVAB,FEDONLYAB,PRESONLYAB,TOTVOTING,USPRSR,USPRSDFL,USPRSLIB,USPRSSWP,USPRSCP,USPRSCG,USPRSGP,USPRSGR,USPRSSL,USPRSJP,USPRSWI,USPRSTOTAL,USSENIP,USSENR,USSENDFL,USSENGR,USSENMOP,USSENWI,USSENTOTAL,USREPIP,USREPR,USREPDFL,USREPWI,USREPTOTAL,MNSENIP,MNSENR,MNSENDFL,MNSENWI,MNSENTOTAL,MNLEGIP,MNLEGR,MNLEGDFL,MNLEGWI,MNLEGTOTAL,MNCA1YES,MNCA1NO,MNCA1EST,MNCA1TOTAL,MNCA2YES,MNCA2NO,MNCA2EST,MNCA2TOTAL,VTDID
ST. PAUL W-3 P-04,0870,St. Paul,Ramsey,62,4,64,64B,05,02,4123,,,W-03,Precinct Tabulator,Accuvote,,1367,250,1171,165,5,0,1341,348,963,10,0,0,1,5,1,1,1,3,1333,12,232,1025,5,6,3,1283,46,320,873,5,1244,0,243,794,6,1204,0,318,862,6,1186,279,1044,18,1341,331,989,21,1341,271230870
ST. PAUL W-3 P-05,0880,St. Paul,Ramsey,62,4,64,64B,05,02,4123,,,W-03,Precinct Tabulator,Accuvote,,1489,372,1478,143,3,0,1624,536,1042,23,0,0,1,8,0,0,0,6,1616,31,392,1099,12,9,1,1544,79,453,948,3,1483,0,390,890,4,1453,0,469,942,4,1415,513,1065,46,1624,565,1005,54,1624,271230880
ST. PAUL W-3 P-06,0890,St. Paul,Ramsey,62,4,64,64B,05,02,4123,,,W-03,Precinct Tabulator,Accuvote,,2069,228,1826,202,2,0,2030,623,1360,22,0,2,0,7,0,2,3,3,2022,39,434,1473,10,9,4,1969,77,567,1261,5,1910,0,439,1224,4,1896,0,559,1308,6,1873,572,1428,30,2030,645,1349,36,2030,271230890
ST. PAUL W-3 P-07,0900,St. Paul,Ramsey,62,4,64,64A,04,02,4123,,,W-03,Precinct Tabulator,Accuvote,,1987,326,1367,94,9,0,1470,162,1269,20,0,0,0,12,0,0,1,2,1466,22,112,1238,14,8,2,1396,50,148,1149,1,1348,0,114,1067,1,1309,0,206,1095,1,1302,101,1347,22,1470,160,1282,28,1470,271230900
ST. PAUL W-3 P-08,0910,St. Paul,Ramsey,62,4,64,64B,05,02,4123,,,W-03,Precinct Tabulator,Accuvote,,1527,209,1371,128,4,1,1504,338,1123,23,0,0,0,7,2,0,3,5,1501,39,239,1182,5,8,1,1474,66,316,1059,1,1442,0,227,944,1,1421,0,313,1072,4,1389,262,1227,15,1504,318,1173,13,1504,271230910
ST. PAUL W-3 P-09,0920,St. Paul,Ramsey,62,4,64,64B,05,02,4123,,,W-03,Precinct Tabulator,Accuvote,,2348,309,2095,219,11,0,2325,613,1667,24,1,0,0,10,0,0,5,3,2323,35,418,1788,16,8,3,2268,107,550,1561,6,2224,0,471,1465,4,2173,0,599,1545,6,2150,544,1750,31,2325,640,1656,29,2325,271230920
ST. PAUL W-3 P-10,0930,St. Paul,Ramsey,62,4,64,64B,05,02,4123,,,W-03,Precinct Tabulator,Accuvote,,1662,211,1403,185,3,0,1591,475,1081,18,2,1,0,2,0,0,2,4,1585,23,325,1170,12,8,1,1539,73,427,998,1,1499,0,334,964,0,1481,0,444,1020,0,1464,448,1112,31,1591,499,1049,43,1591,271230930
ST. PAUL W-3 P-11,0940,St. Paul,Ramsey,62,4,64,64B,05,02,4123,,,W-03,Precinct Tabulator,Accuvote,,1516,415,1380,101,3,0,1484,307,1134,16,1,0,0,9,0,0,0,7,1474,34,211,1122,22,10,3,1402,78,246,1007,5,1336,0,244,977,6,1336,0,266,1016,7,1289,523,900,61,1484,439,969,76,1484,271230940
ST. PAUL W-3 P-12,0950,St. Paul,Ramsey,62,4,64,64A,04,02,4123,,,W-03,Precinct Tabulator,Accuvote,,1695,307,1626,180,11,0,1817,327,1436,22,1,0,0,14,0,1,1,10,1812,26,230,1492,13,6,0,1767,65,300,1363,2,1730,0,237,1311,4,1693,0,293,1386,1,1680,229,1561,27,1817,313,1472,32,1817,271230950
ST. PAUL W-3 P-13,0960,St. Paul,Ramsey,62,4,64,64B,04,02,4123,,,W-03,Precinct Tabulator,Accuvote,,1708,308,1636,143,3,0,1782,411,1318,16,0,2,0,20,1,0,0,8,1776,44,287,1375,20,13,1,1740,86,372,1250,0,1708,0,312,1175,2,1683,0,397,1230,3,1630,388,1376,18,1782,425,1335,22,1782,271230960
ST. PAUL W-3 P-14,0970,St. Paul,Ramsey,62,4,64,64B,05,02,4123,,,W-03,Precinct Tabulator,Accuvote,,3373,442,3104,292,13,0,3409,932,2383,38,3,3,2,19,1,2,4,13,3400,64,651,2577,18,15,3,3328,148,827,2289,3,3267,0,677,2138,7,3190,0,856,2267,11,3134,789,2575,45,3409,922,2433,54,3409,271230970
ST. PAUL W-4 P-01,1000,St. Paul,Ramsey,62,4,64,64A,04,02,4123,,,W-04,Precinct Tabulator,Accuvote,,1519,234,1371,158,9,0,1538,230,1249,15,1,2,0,20,1,1,2,11,1532,26,165,1273,17,10,2,1493,69,181,1211,5,1466,0,202,1113,4,1419,0,217,1175,5,1397,217,1289,32,1538,258,1241,39,1538,271231000
ST. PAUL W-4 P-02,1010,St. Paul,Ramsey,62,4,66,66A,04,02,4123,,,W-04,Precinct Tabulator,Accuvote,,1276,172,1100,136,16,0,1252,179,1041,13,1,0,0,7,2,0,1,5,1249,13,117,1082,11,5,1,1229,37,140,1030,2,1209,0,154,1019,3,1176,34,132,1018,2,1186,144,1080,28,1252,164,1067,21,1252,271231010
ST. PAUL W-4 P-03,1020,St. Paul,Ramsey,62,4,64,64A,04,02,4123,,,W-04,Precinct Tabulator,Accuvote,,1641,635,1681,98,2,0,1781,314,1374,43,2,0,0,25,0,0,4,7,1769,47,225,1363,24,26,5,1690,76,250,1270,4,1600,0,265,1183,6,1576,0,273,1250,5,1528,333,1410,38,1781,403,1337,41,1781,271231020
ST. PAUL W-4 P-04,1030,St. Paul,Ramsey,62,4,64,64A,04,02,4123,,,W-04,Precinct Tabulator,Accuvote,,1701,366,1629,147,3,0,1779,397,1305,34,1,3,0,21,2,0,1,10,1774,45,303,1289,25,11,3,1676,71,374,1197,3,1645,0,284,1154,5,1598,0,351,1203,7,1561,338,1414,27,1779,416,1335,28,1779,271231030
ST. PAUL W-4 P-05,1040,St. Paul,Ramsey,62,4,64,64A,04,02,4123,,,W-04,Precinct Tabulator,Accuvote,,1244,322,1221,102,7,1,1331,357,949,4,0,1,0,11,0,0,0,5,1327,24,260,989,5,6,1,1285,49,345,848,0,1242,0,252,837,2,1217,0,311,876,2,1189,291,1016,24,1331,334,969,28,1331,271231040
ST. PAUL W-4 P-06,1050,St. Paul,Ramsey,62,4,64,64A,04,02,4123,,,W-04,Precinct Tabulator,Accuvote,,1477,1220,2047,100,4,0,2151,941,1148,30,2,0,2,13,0,0,3,5,2144,66,738,1157,16,8,6,1991,144,819,894,4,1861,0,723,875,7,1804,0,867,933,8,1808,617,1509,25,2151,856,1240,55,2151,271231050
ST. PAUL W-4 P-07,1060,St. Paul,Ramsey,62,4,64,64B,04,02,4123,,,W-04,Precinct Tabulator,Accuvote,,1738,523,1714,162,5,0,1881,633,1199,19,0,0,0,11,1,0,1,9,1873,47,489,1270,14,9,2,1831,79,595,1107,2,1783,0,473,1033,2,1731,0,565,1119,8,1692,473,1382,26,1881,583,1276,22,1881,271231060
ST. PAUL W-4 P-08,1070,St. Paul,Ramsey,62,4,64,64A,04,02,4123,,,W-04,Precinct Tabulator,Accuvote,,2093,461,1858,112,3,0,1973,285,1605,31,1,1,0,25,2,0,7,7,1964,52,208,1603,31,16,3,1913,115,249,1501,7,1872,0,248,1399,7,1848,0,307,1491,14,1812,461,1484,28,1973,386,1550,37,1973,271231070
ST. PAUL W-4 P-09,1080,St. Paul,Ramsey,62,4,64,64A,04,02,4123,,,W-04,Precinct Tabulator,Accuvote,,1401,304,1153,191,1,0,1345,229,1048,22,1,2,0,21,4,2,0,7,1336,37,153,1025,33,21,3,1272,65,185,968,4,1222,0,199,896,5,1206,0,203,960,4,1167,369,937,39,1345,328,968,49,1345,271231080
ST. PAUL W-4 P-10,1090,St. Paul,Ramsey,62,4,64,64A,04,02,4123,,,W-04,Precinct Tabulator,Accuvote,,1995,396,1727,178,8,0,1913,324,1522,18,4,2,1,26,0,0,1,8,1906,34,228,1564,19,6,5,1856,69,296,1444,4,1813,0,230,1371,3,1771,0,294,1451,6,1751,298,1589,26,1913,340,1554,19,1913,271231090
ST. PAUL W-4 P-11,1100,St. Paul,Ramsey,62,4,66,66A,03,02,4123,,,W-04,Precinct Tabulator,Accuvote,,2289,378,1897,293,10,0,2200,465,1674,26,2,2,1,11,0,0,3,3,2187,47,325,1691,16,19,4,2102,111,379,1541,3,2034,0,409,1576,2,1987,118,380,1486,1,1985,581,1542,77,2200,547,1583,70,2200,271231100
ST. PAUL W-4 P-12,1110,St. Paul,Ramsey,62,4,66,66B,03,02,4123,,,W-04,Precinct Tabulator,Accuvote,,1384,575,1556,79,6,0,1641,357,1201,32,0,1,0,21,0,0,2,15,1629,46,269,1207,24,12,2,1560,106,311,1082,4,1503,0,330,1133,2,1465,0,349,1080,6,1435,371,1243,27,1641,412,1196,33,1641,271231110
ST. PAUL W-4 P-13,1120,St. Paul,Ramsey,62,4,66,66B,03,02,4123,,,W-04,Precinct Tabulator,Accuvote,,1460,522,1568,55,2,0,1625,291,1267,25,2,3,0,12,4,1,0,8,1613,46,212,1229,23,19,1,1530,101,246,1116,4,1467,0,273,1148,8,1429,0,279,1111,10,1400,398,1196,31,1625,386,1206,33,1625,271231120
ST. PAUL W-4 P-14,1130,St. Paul,Ramsey,62,4,65,65A,04,02,4123,,,W-04,Precinct Tabulator,Accuvote,,1331,281,1249,66,4,0,1319,180,1069,27,3,0,0,17,2,1,1,8,1308,35,115,1072,23,11,3,1259,65,144,1013,2,1224,0,165,1014,5,1184,0,159,985,6,1150,289,1008,22,1319,250,1043,26,1319,271231130
ST. PAUL W-4 P-15,1140,St. Paul,Ramsey,62,4,65,65A,03,02,4123,,,W-04,Precinct Tabulator,Accuvote,,1318,201,1209,76,4,0,1289,240,995,19,0,1,0,16,1,0,2,7,1281,31,177,1015,17,6,3,1249,61,203,958,4,1226,0,219,972,2,1193,0,224,932,3,1159,339,921,29,1289,285,979,25,1289,271231140
ST. PAUL W-5 P-01,1160,St. Paul,Ramsey,62,4,66,66A,03,02,4123,,,W-05,Precinct Tabulator,Accuvote,,1861,320,1728,146,4,0,1878,538,1282,19,0,2,0,14,2,0,3,10,1870,30,383,1388,16,14,1,1832,91,445,1243,1,1780,0,480,1252,2,1734,115,450,1158,2,1725,563,1294,21,1878,579,1274,25,1878,271231160
ST. PAUL W-5 P-02,1170,St. Paul,Ramsey,62,4,66,66B,03,02,4123,,,W-05,Precinct Tabulator,Accuvote,,2398,247,2088,226,2,0,2316,589,1670,23,1,0,0,15,1,0,1,5,2305,33,399,1811,18,12,0,2273,81,466,1674,1,2222,0,513,1642,5,2160,0,534,1582,5,2121,641,1653,22,2316,655,1643,18,2316,271231170
ST. PAUL W-5 P-03,1180,St. Paul,Ramsey,62,4,66,66B,03,02,4123,,,W-05,Precinct Tabulator,Accuvote,,1839,368,1754,106,4,0,1864,335,1462,26,1,1,1,14,1,1,3,9,1854,40,213,1482,24,13,1,1773,107,253,1351,4,1715,0,299,1370,3,1672,0,293,1325,6,1624,483,1346,35,1864,418,1403,43,1864,271231180
ST. PAUL W-5 P-04,1190,St. Paul,Ramsey,62,4,66,66B,03,02,4123,,,W-05,Precinct Tabulator,Accuvote,,2901,812,2741,146,2,0,2889,552,2255,36,1,2,0,14,4,0,2,12,2878,81,344,2207,49,39,1,2721,160,451,2023,6,2640,0,488,2064,11,2563,0,508,2003,11,2522,1124,1695,70,2889,888,1908,93,2889,271231190
ST. PAUL W-5 P-05,1200,St. Paul,Ramsey,62,4,66,66B,03,02,4123,,,W-05,Precinct Tabulator,Accuvote,,1556,512,1500,60,1,0,1561,151,1382,12,0,0,1,3,0,0,2,3,1554,35,111,1085,22,35,2,1290,86,170,957,0,1213,0,156,962,5,1123,0,162,925,4,1091,701,721,139,1561,422,973,166,1561,271231200
ST. PAUL W-5 P-06,1210,St. Paul,Ramsey,62,4,65,65A,03,02,4123,,,W-05,Precinct Tabulator,Accuvote,,1644,444,1524,51,0,0,1575,323,1194,19,1,1,1,10,0,2,3,7,1561,65,204,1118,28,28,0,1443,94,278,1030,0,1402,0,302,1088,2,1392,0,290,1069,2,1361,632,890,53,1575,511,1012,52,1575,271231210
ST. PAUL W-5 P-07,1220,St. Paul,Ramsey,62,4,65,65B,03,02,4123,,,W-05,Precinct Tabulator,Accuvote,,1044,259,890,58,0,0,948,177,739,13,0,0,2,9,0,0,0,3,943,35,107,708,14,17,1,882,71,137,648,2,858,0,154,689,2,845,0,156,658,3,817,375,549,24,948,319,597,32,948,271231220
ST. PAUL W-5 P-08,1230,St. Paul,Ramsey,62,4,66,66B,03,02,4123,,,W-05,Precinct Tabulator,Accuvote,,1891,530,1631,76,2,0,1709,315,1351,14,4,1,0,4,0,1,2,5,1697,38,203,1237,36,33,7,1554,104,251,1150,8,1513,0,268,1192,10,1470,0,270,1156,11,1437,775,872,62,1709,548,1079,82,1709,271231230
ST. PAUL W-5 P-09,1240,St. Paul,Ramsey,62,4,66,66B,03,02,4123,,,W-05,Precinct Tabulator,Accuvote,,1518,511,1432,33,2,0,1467,192,1233,12,1,0,0,8,2,1,1,9,1459,55,127,1090,37,18,3,1330,96,181,1004,4,1285,0,190,1068,13,1271,0,199,1040,12,1251,554,827,86,1467,461,918,88,1467,271231240
ST. PAUL W-5 P-10,1250,St. Paul,Ramsey,62,4,67,67B,05,02,4123,,,W-05,Precinct Tabulator,Accuvote,,516,167,453,24,0,0,477,56,406,5,0,0,0,3,0,0,2,0,472,17,33,356,11,10,0,427,35,53,327,0,415,0,73,369,1,443,0,86,323,1,410,191,260,26,477,139,311,27,477,271231250
ST. PAUL W-6 P-01,1290,St. Paul,Ramsey,62,4,66,66B,06,02,4123,,,W-06,Precinct Tabulator,Accuvote,,1290,222,1129,58,0,0,1187,291,837,19,0,4,0,13,1,0,3,9,1177,32,191,879,16,7,1,1126,79,234,778,1,1092,0,243,809,4,1056,0,252,783,4,1039,389,780,18,1187,402,752,33,1187,271231290
ST. PAUL W-6 P-02,1300,St. Paul,Ramsey,62,4,67,67A,06,02,4123,,,W-06,Precinct Tabulator,Accuvote,,1164,353,1069,29,1,0,1099,195,858,21,1,1,0,8,2,1,3,5,1095,37,136,762,29,22,1,987,72,186,686,3,947,0,227,788,4,1019,0,209,703,7,919,454,595,50,1099,363,680,56,1099,271231300
ST. PAUL W-6 P-03,1310,St. Paul,Ramsey,62,4,66,66B,06,02,4123,,,W-06,Precinct Tabulator,Accuvote,,536,178,492,17,0,0,509,61,425,13,0,0,0,1,0,0,0,2,502,19,40,369,16,7,0,451,37,56,332,0,425,0,58,356,6,420,0,65,345,1,411,215,256,38,509,162,308,39,509,271231310
ST. PAUL W-6 P-04,1320,St. Paul,Ramsey,62,4,67,67A,06,02,4123,,,W-06,Precinct Tabulator,Accuvote,,1201,193,1142,62,3,2,1209,319,856,12,0,2,1,7,1,0,2,7,1207,39,224,873,15,8,3,1162,89,272,775,3,1139,0,352,759,4,1115,0,276,822,6,1104,377,806,26,1209,407,777,25,1209,271231320
ST. PAUL W-6 P-05,1330,St. Paul,Ramsey,62,4,67,67A,06,02,4123,,,W-06,Precinct Tabulator,Accuvote,,2175,407,1738,83,3,0,1824,362,1404,25,2,5,1,8,2,0,3,7,1819,58,255,1294,38,18,3,1666,120,308,1183,4,1615,0,423,1247,8,1678,0,354,1203,9,1566,767,985,72,1824,623,1106,95,1824,271231330
ST. PAUL W-6 P-06,1340,St. Paul,Ramsey,62,4,67,67A,06,02,4123,,,W-06,Precinct Tabulator,Accuvote,,663,245,596,28,1,0,625,83,525,10,0,1,0,2,0,0,0,1,622,25,58,448,11,8,0,550,50,71,396,1,518,0,108,455,0,563,0,95,410,0,505,256,321,48,625,198,369,58,625,271231340
ST. PAUL W-6 P-07,1350,St. Paul,Ramsey,62,4,67,67A,06,02,4123,,,W-06,Precinct Tabulator,Accuvote,,1405,271,1219,62,0,0,1281,307,948,9,0,0,1,3,1,0,0,4,1273,44,184,914,16,17,6,1181,76,247,809,2,1134,0,315,864,10,1189,0,266,828,2,1096,557,689,35,1281,442,789,50,1281,271231350
ST. PAUL W-6 P-08,1360,St. Paul,Ramsey,62,4,67,67A,06,02,4123,,,W-06,Precinct Tabulator,Accuvote,,1656,424,1487,83,1,0,1571,318,1205,18,2,0,1,6,3,1,1,4,1559,33,192,1145,23,19,4,1416,73,260,1041,5,1379,0,354,1080,8,1442,0,274,1057,1,1332,621,860,90,1571,518,967,86,1571,271231360
ST. PAUL W-6 P-09,1370,St. Paul,Ramsey,62,4,67,67A,06,02,4123,,,W-06,Precinct Tabulator,Accuvote,,1329,391,1231,84,1,0,1316,193,1091,10,0,0,1,4,0,0,0,4,1303,39,122,910,22,16,4,1113,87,154,820,2,1063,0,231,954,3,1188,0,169,858,6,1033,544,647,125,1316,397,766,153,1316,271231370
ST. PAUL W-6 P-10,1380,St. Paul,Ramsey,62,4,67,67A,06,02,4123,,,W-06,Precinct Tabulator,Accuvote,,1285,420,1180,35,0,0,1215,199,985,15,0,2,0,5,1,0,1,3,1211,49,107,913,24,17,5,1115,103,170,809,6,1088,0,244,884,6,1134,0,179,869,7,1055,488,690,37,1215,394,774,47,1215,271231380
ST. PAUL W-6 P-11,1390,St. Paul,Ramsey,62,4,67,67A,06,02,4123,,,W-06,Precinct Tabulator,Accuvote,,973,185,884,31,2,0,917,243,654,5,0,0,0,1,2,0,0,7,912,29,141,662,15,10,4,861,71,182,584,4,841,0,258,559,6,823,0,165,640,5,810,411,487,19,917,327,557,33,917,271231390
ST. PAUL W-6 P-12,1400,St. Paul,Ramsey,62,4,67,67A,07,02,4123,,,W-06,Precinct Tabulator,Accuvote,,1537,297,1451,69,0,0,1520,437,1024,34,1,3,2,5,1,0,1,6,1514,51,290,1082,15,7,1,1446,113,341,954,2,1410,0,482,911,5,1398,0,350,1023,3,1376,626,860,34,1520,587,899,34,1520,271231400
ST. PAUL W-6 P-13,1410,St. Paul,Ramsey,62,4,67,67A,06,02,4123,,,W-06,Precinct Tabulator,Accuvote,,1047,222,939,45,1,0,985,289,650,19,0,1,2,11,2,0,1,3,978,31,179,695,13,10,1,929,65,224,610,0,899,0,322,598,1,921,0,238,639,2,879,378,578,29,985,375,579,31,985,271231410
ST. PAUL W-6 P-14,1420,St. Paul,Ramsey,62,4,67,67A,06,02,4123,,,W-06,Precinct Tabulator,Accuvote,,1076,251,987,45,0,0,1032,246,761,8,0,3,0,2,1,0,0,8,1029,39,152,753,12,13,5,974,69,187,682,4,942,0,276,686,2,964,0,198,731,5,934,424,586,22,1032,385,619,28,1032,271231420
ST. PAUL W-7 P-01,1430,St. Paul,Ramsey,62,4,67,67B,05,02,4123,,,W-07,Precinct Tabulator,Accuvote,,1693,543,1580,46,0,0,1626,234,1329,22,2,1,1,15,1,0,1,7,1613,54,166,1228,29,29,3,1509,103,206,1136,5,1450,0,275,1229,8,1512,0,246,1165,6,1417,581,999,46,1626,472,1096,58,1626,271231430
ST. PAUL W-7 P-02,1440,St. Paul,Ramsey,62,4,67,67A,06,02,4123,,,W-07,Precinct Tabulator,Accuvote,,1110,324,1002,41,0,0,1043,186,828,9,0,1,0,8,1,0,2,4,1039,27,118,814,24,9,3,995,72,154,723,4,953,0,210,758,3,971,0,168,750,5,923,406,611,26,1043,332,684,27,1043,271231440
ST. PAUL W-7 P-03,1450,St. Paul,Ramsey,62,4,67,67B,06,02,4123,,,W-07,Precinct Tabulator,Accuvote,,1256,381,1179,58,3,0,1240,243,950,18,0,2,1,9,1,0,3,7,1234,50,163,874,31,16,0,1134,95,219,791,0,1105,0,293,853,2,1148,0,258,829,3,1090,443,757,40,1240,433,764,43,1240,271231450
ST. PAUL W-7 P-04,1460,St. Paul,Ramsey,62,4,67,67B,06,02,4123,,,W-07,Precinct Tabulator,Accuvote,,893,184,773,33,1,0,807,159,618,11,0,0,1,3,0,0,2,5,799,27,100,575,19,16,2,739,45,129,534,2,710,0,179,552,3,734,0,155,539,4,698,323,443,41,807,281,487,39,807,271231460
ST. PAUL W-7 P-05,1470,St. Paul,Ramsey,62,4,67,67B,05,02,4123,,,W-07,Precinct Tabulator,Accuvote,,1265,221,1161,68,5,0,1234,313,890,8,0,1,0,9,0,0,2,7,1230,30,178,928,21,8,3,1168,88,208,837,3,1136,0,312,812,8,1132,0,260,839,4,1103,446,743,45,1234,389,788,57,1234,271231470
ST. PAUL W-7 P-06,1480,St. Paul,Ramsey,62,4,67,67B,06,02,4123,,,W-07,Precinct Tabulator,Accuvote,,1194,261,1068,57,1,0,1126,258,830,18,0,0,2,6,0,1,3,4,1122,54,150,795,20,16,6,1041,108,184,706,4,1002,0,294,746,4,1044,0,252,716,4,972,418,674,34,1126,404,689,33,1126,271231480
ST. PAUL W-7 P-07,1490,St. Paul,Ramsey,62,4,67,67B,06,02,4123,,,W-07,Precinct Tabulator,Accuvote,,1037,289,997,57,0,0,1054,210,803,20,1,0,1,3,1,0,0,5,1044,30,140,787,16,8,2,983,64,197,695,3,959,0,255,707,5,967,0,202,720,8,930,475,552,27,1054,363,658,33,1054,271231490
ST. PAUL W-7 P-08,1500,St. Paul,Ramsey,62,4,67,67B,06,02,4123,,,W-07,Precinct Tabulator,Accuvote,,1527,372,1438,79,0,0,1517,352,1131,12,0,2,0,6,0,0,1,4,1508,47,226,1127,15,25,0,1440,77,283,1029,2,1391,0,409,981,3,1393,0,314,1053,0,1367,613,869,35,1517,528,943,46,1517,271231500
ST. PAUL W-7 P-09,1510,St. Paul,Ramsey,62,4,67,67B,06,02,4123,,,W-07,Precinct Tabulator,Accuvote,,1343,382,1324,50,2,0,1376,393,945,23,0,0,0,4,4,0,1,3,1373,42,236,989,19,15,1,1302,104,302,847,0,1253,0,443,808,5,1256,0,362,849,2,1213,572,771,33,1376,550,789,37,1376,271231510
ST. PAUL W-7 P-10,1520,St. Paul,Ramsey,62,4,67,67B,06,02,4123,,,W-07,Precinct Tabulator,Accuvote,,1348,266,1241,57,1,0,1299,382,868,27,0,3,0,6,1,0,2,5,1294,41,240,895,29,17,5,1227,114,282,798,2,1196,0,408,775,4,1187,0,329,836,4,1169,527,744,28,1299,489,776,34,1299,271231520
ST. PAUL W-7 P-11,1530,St. Paul,Ramsey,62,4,67,67B,06,02,4123,,,W-07,Precinct Tabulator,Accuvote,,1211,383,1074,53,0,0,1127,195,901,10,0,0,1,7,0,0,0,6,1120,41,120,818,24,20,6,1029,71,144,773,2,990,0,215,758,4,977,0,175,760,1,936,502,593,32,1127,418,671,38,1127,271231530
ST. PAUL W-7 P-12,1540,St. Paul,Ramsey,62,4,67,67B,06,02,4123,,,W-07,Precinct Tabulator,Accuvote,,2368,567,2230,132,4,0,2366,581,1724,26,0,1,0,7,3,2,3,6,2353,72,391,1755,27,11,4,2260,154,461,1586,5,2206,0,623,1522,10,2155,0,513,1621,9,2143,1007,1305,54,2366,860,1438,68,2366,271231540
ST. PAUL W-7 P-13,1550,St. Paul,Ramsey,62,4,67,67B,06,02,4123,,,W-07,Precinct Tabulator,Accuvote,,1689,297,1515,96,1,0,1612,468,1089,26,1,2,0,7,4,1,0,7,1605,38,324,1142,11,8,0,1523,85,399,992,2,1478,0,498,946,10,1454,0,407,1035,5,1447,681,882,49,1612,567,995,50,1612,271231550
SHOREVIEW P-1S,1580,Shoreview,Ramsey,62,4,42,42B,01,02,4123,,,,Precinct Tabulator,Accuvote,,1319,124,1174,122,9,0,1305,507,769,13,0,3,0,6,1,0,1,4,1304,17,352,888,7,9,1,1274,53,438,753,0,1244,0,462,775,4,1241,0,482,714,3,1199,478,809,18,1305,479,810,16,1305,271231580
SHOREVIEW P-1N,1590,Shoreview,Ramsey,62,4,42,42B,01,02,4123,,,,Precinct Tabulator,Accuvote,,1677,425,1654,159,3,0,1816,730,1037,25,0,1,0,8,0,0,1,10,1812,52,484,1204,16,5,2,1763,118,580,998,3,1699,0,672,1044,6,1722,0,671,981,3,1655,737,1061,18,1816,744,1049,23,1816,271231590
SHOREVIEW P-2,1600,Shoreview,Ramsey,62,4,42,42B,01,02,4123,,,,Precinct Tabulator,Accuvote,,1421,171,1225,149,5,0,1379,580,762,19,0,1,1,4,2,1,1,3,1374,29,397,906,9,4,0,1345,65,484,748,2,1299,0,547,746,1,1294,0,543,686,3,1232,555,804,20,1379,588,772,19,1379,271231600
SHOREVIEW P-3,1610,Shoreview,Ramsey,62,4,42,42A,01,02,4123,,,,Precinct Tabulator,Accuvote,,3323,484,2809,488,3,0,3300,1438,1778,37,0,2,1,23,2,0,6,7,3294,56,1008,2129,23,6,0,3222,168,1228,1743,0,3139,0,1417,1697,4,3118,0,1404,1691,3,3098,1388,1876,36,3300,1449,1809,42,3300,271231610
SHOREVIEW P-4,1620,Shoreview,Ramsey,62,4,42,42A,01,02,4123,,,,Precinct Tabulator,Accuvote,,2439,239,2092,257,7,0,2356,1163,1142,26,0,0,0,6,4,0,3,7,2351,44,780,1445,11,8,1,2289,115,954,1163,1,2233,0,1097,1109,2,2208,0,1083,1110,2,2195,1045,1284,27,2356,1119,1205,32,2356,271231620
SHOREVIEW P-5,1630,Shoreview,Ramsey,62,4,42,42A,01,02,4123,,,,Precinct Tabulator,Accuvote,,3977,362,3349,455,4,0,3808,1865,1877,28,0,0,0,16,1,0,2,7,3796,56,1311,2316,15,9,1,3708,151,1611,1869,2,3633,0,1789,1800,3,3592,0,1758,1826,3,3587,1641,2127,40,3808,1808,1964,36,3808,271231630
SHOREVIEW P-6,1640,Shoreview,Ramsey,62,4,42,42A,01,02,4123,,,,Precinct Tabulator,Accuvote,,2706,375,2331,318,7,0,2656,1305,1278,33,0,4,3,9,2,0,1,8,2643,51,869,1613,21,8,3,2565,152,1040,1285,2,2479,0,1238,1222,5,2465,0,1175,1263,2,2440,1217,1401,38,2656,1320,1294,42,2656,271231640
SPRING LAKE PARK P-1R,1650,Spring Lake Park,Ramsey,62,4,42,42A,01,02,4123,,1420,,Precinct Tabulator,Accuvote,,95,10,84,4,0,0,88,41,43,1,0,0,0,3,0,0,0,0,88,7,27,51,2,0,0,87,10,32,42,0,84,0,41,40,0,81,0,33,48,0,81,48,40,0,88,44,42,2,88,271231650
VADNAIS HEIGHTS P-1,1660,Vadnais Heights,Ramsey,62,4,42,42B,01,02,4123,,,,Precinct Tabulator,Accuvote,,1587,139,1386,163,0,0,1549,821,699,19,0,0,0,6,0,0,1,2,1548,21,558,911,5,4,4,1503,69,697,694,1,1461,0,741,725,1,1467,0,754,637,0,1391,675,848,26,1549,789,743,17,1549,271231660
VADNAIS HEIGHTS P-2,1670,Vadnais Heights,Ramsey,62,4,42,42B,01,02,4123,,,,Precinct Tabulator,Accuvote,,2397,296,2135,236,4,0,2375,1099,1213,36,0,0,1,9,3,1,1,5,2368,60,725,1505,16,8,0,2314,153,903,1194,2,2252,0,1036,1217,3,2256,0,1036,1160,4,2200,1069,1282,24,2375,1165,1188,22,2375,271231670
